marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
dell,2010.0,8,9,12,sim,6,4,84.0,4K,IPS,,0,2000,jogos_intermediarios
apple,2021.0,12,23,8,não,0,2,553.0,QUADHD,OLED,,0,1000,premium
positivo,2013.0,4,7,12,não,0,2,80.0,HD,IPS,não,0,250,entrada
lenovo,,6,9,16,não,0,2,83.0,HD,IPS,não,500,2000,entrada
razer,2015.0,12,24,16,sim,6,4,179.0,4K,AMOLED,,0,1000,jogos_premium
huawei,2016.0,8,16,16,não,0,3,588.0,QUADHD,AMOLED,não,0,250,premium
huawei,2023.0,8,16,16,não,0,3,529.0,4K,AMOLED,,0,250,premium
positivo,2019.0,6,6,16,não,0,2,263.0,HD,IPS,não,1000,0,entrada
positivo,2020.0,4,7,32,não,0,4,85.0,HD,IPS,não,250,0,entrada
asus,,6,11,12,não,0,3,557.0,FULLHD,OLED,não,0,500,ultraportatil
huawei,2019.0,8,15,8,não,0,3,538.0,QUADHD,OLED,,0,500,premium
hp,,8,15,12,sim,6,3,57.0,FULLHD,TN,não,1000,250,jogos_intermediarios
dell,2014.0,12,19,16,não,0,2,555.0,QUADHD,IPS,sim,250,250,premium
positivo,2022.0,12,13,16,não,0,4,284.0,HD,TN,,250,2000,entrada
samsung,2018.0,6,9,16,não,0,2,577.0,FULLHD,TN,,0,500,ultraportatil
xiaomi,2019.0,4,7,16,não,0,2,570.0,FULLHD,AMOLED,,0,250,premium
xiaomi,2016.0,8,9,16,não,0,2,503.0,QUADHD,AMOLED,,0,2000,premium
asus,2023.0,6,12,6,não,0,3,240.0,HD,IPS,,0,250,intermediario
huawei,2019.0,10,15,16,não,0,3,510.0,FULLHD,AMOLED,,0,250,premium
hp,2017.0,10,11,16,não,0,3,574.0,FULLHD,VA,,0,250,ultraportatil
positivo,2017.0,8,12,32,não,0,4,261.0,HD,TN,,0,500,entrada
lenovo,,6,12,8,não,0,3,576.0,FULLHD,OLED,não,0,250,premium
huawei,2019.0,10,14,8,não,0,3,524.0,QUADHD,OLED,não,0,250,premium
asus,2019.0,10,11,16,não,0,2,524.0,4K,OLED,não,0,500,premium
,2015.0,12,15,16,não,0,2,540.0,QUADHD,AMOLED,,0,1000,premium
xiaomi,,4,4,8,não,0,3,432.0,4K,OLED,,0,250,premium
razer,2017.0,8,11,8,não,0,3,523.0,4K,AMOLED,não,0,250,premium
asus,2019.0,10,20,4,não,0,2,500.0,FULLHD,TN,,0,500,ultraportatil
huawei,2018.0,10,12,8,não,0,2,484.0,QUADHD,OLED,,0,250,premium
razer,2017.0,10,12,16,não,0,3,549.0,4K,OLED,,0,250,premium
samsung,2010.0,4,7,12,sim,4,1,146.0,FULLHD,IPS,,0,250,jogos_entrada
asus,2020.0,4,4,16,não,0,3,401.0,HD,IPS,,1000,0,entrada
hp,2021.0,12,16,16,não,0,3,,FULLHD,TN,não,0,250,ultraportatil
samsung,,6,10,6,não,0,3,306.0,HD,VA,,500,0,intermediario
xiaomi,2019.0,6,12,16,não,0,2,589.0,QUADHD,AMOLED,,0,500,premium
samsung,2019.0,10,20,32,não,0,2,340.0,FULLHD,AMOLED,,0,1000,2em1
positivo,2010.0,2,4,16,não,0,3,176.0,HD,IPS,,2000,0,entrada
lenovo,2021.0,12,19,32,sim,6,4,150.0,FULLHD,OLED,,0,250,jogos_premium
acer,2018.0,10,18,16,sim,6,1,145.0,QUADHD,IPS,,0,1000,jogos_intermediarios
hp,2011.0,4,8,12,sim,6,4,69.0,FULLHD,VA,,500,1000,jogos_intermediarios
hp,2020.0,12,20,12,sim,4,4,,FULLHD,IPS,não,0,2000,jogos_intermediarios
xiaomi,2011.0,6,9,8,não,0,3,542.0,4K,OLED,,2000,250,premium
lenovo,2019.0,4,7,16,não,0,2,434.0,QUADHD,AMOLED,não,0,250,premium
acer,2023.0,6,7,2,não,0,2,286.0,HD,IPS,não,250,1000,entrada
samsung,2015.0,8,16,12,não,0,3,272.0,HD,TN,,250,0,entrada
positivo,2010.0,2,2,12,não,0,2,101.0,HD,IPS,não,250,0,entrada
asus,2016.0,8,10,16,não,0,3,,4K,IPS,sim,0,500,premium
huawei,2012.0,6,12,8,não,0,2,568.0,4K,AMOLED,não,250,250,premium
xiaomi,,4,8,8,não,0,2,440.0,4K,OLED,,0,2000,premium
dell,2021.0,8,12,8,não,0,2,452.0,4K,AMOLED,,0,2000,premium
positivo,2011.0,2,2,6,não,0,1,265.0,HD,TN,,1000,0,entrada
hp,2015.0,6,7,16,sim,6,4,182.0,QUADHD,OLED,não,0,500,jogos_intermediarios
samsung,2014.0,8,8,2,não,0,3,240.0,HD,VA,não,500,0,intermediario
hp,2011.0,4,6,6,não,0,2,572.0,FULLHD,IPS,não,0,2000,ultraportatil
positivo,2017.0,10,14,4,não,0,2,148.0,HD,IPS,,250,0,entrada
dell,2019.0,10,17,16,não,0,2,70.0,HD,IPS,,500,0,intermediario
razer,2016.0,10,13,16,não,0,3,586.0,FULLHD,OLED,não,0,250,premium
hp,2012.0,4,6,8,não,0,3,513.0,FULLHD,TN,,2000,250,ultraportatil
lenovo,2021.0,4,6,16,sim,4,4,44.0,FULLHD,TN,não,0,500,jogos_intermediarios
samsung,2012.0,4,5,6,não,0,2,588.0,FULLHD,TN,,2000,1000,ultraportatil
xiaomi,2014.0,10,16,8,não,0,3,504.0,QUADHD,OLED,,0,500,premium
huawei,2015.0,10,10,8,não,0,3,530.0,QUADHD,OLED,não,0,2000,premium
samsung,2023.0,8,11,16,não,0,3,461.0,HD,VA,,0,2000,intermediario
hp,2020.0,4,5,4,não,0,2,588.0,FULLHD,TN,não,0,250,ultraportatil
apple,2023.0,8,13,8,não,0,2,443.0,4K,OLED,não,0,500,premium
xiaomi,2011.0,8,15,16,não,0,2,583.0,FULLHD,AMOLED,,0,250,premium
positivo,2010.0,4,8,2,não,0,2,182.0,HD,IPS,,0,2000,entrada
razer,2020.0,4,5,16,sim,6,4,79.0,FULLHD,AMOLED,,0,250,jogos_premium
lenovo,2013.0,2,2,4,não,0,3,308.0,FULLHD,IPS,sim,500,250,2em1
dell,,10,11,2,não,0,3,246.0,FULLHD,IPS,sim,0,500,2em1
lenovo,,4,7,16,não,0,2,224.0,FULLHD,IPS,,0,2000,2em1
asus,2014.0,10,18,32,não,0,2,529.0,FULLHD,TN,,1000,250,ultraportatil
dell,2018.0,12,24,16,não,0,2,420.0,4K,AMOLED,,0,1000,premium
dell,2021.0,6,10,12,sim,4,4,62.0,QUADHD,IPS,,0,250,jogos_intermediarios
positivo,2017.0,6,8,64,não,0,4,187.0,HD,TN,,500,0,entrada
lenovo,2019.0,6,7,16,sim,6,4,122.0,QUADHD,OLED,,0,1000,jogos_premium
asus,2019.0,4,7,16,não,0,3,579.0,FULLHD,IPS,sim,0,500,premium
samsung,2022.0,6,10,16,não,0,3,547.0,4K,AMOLED,sim,0,500,premium
xiaomi,2022.0,12,23,16,não,0,3,515.0,4K,OLED,,0,250,premium
apple,2022.0,8,15,8,não,0,2,492.0,QUADHD,OLED,,0,250,premium
acer,2020.0,4,5,8,não,0,2,,FULLHD,AMOLED,,0,1000,premium
lenovo,2021.0,10,15,6,não,0,2,232.0,HD,TN,,0,2000,entrada
hp,,2,4,4,não,0,3,509.0,FULLHD,OLED,não,0,250,ultraportatil
acer,,8,15,12,sim,4,2,82.0,FULLHD,VA,,2000,250,jogos_intermediarios
positivo,2022.0,10,15,8,não,0,2,93.0,HD,IPS,não,250,2000,entrada
apple,2020.0,10,14,16,não,0,2,543.0,4K,OLED,,0,250,premium
huawei,2017.0,8,10,8,não,0,3,529.0,QUADHD,AMOLED,não,0,2000,premium
lenovo,2018.0,4,4,16,sim,4,1,78.0,4K,TN,não,0,250,jogos_intermediarios
huawei,2021.0,4,5,8,não,0,2,434.0,FULLHD,AMOLED,não,0,2000,premium
positivo,2017.0,10,11,4,não,0,4,108.0,HD,TN,,0,2000,entrada
lenovo,2018.0,4,7,12,não,0,1,226.0,HD,OLED,não,2000,0,intermediario
samsung,2023.0,8,13,16,sim,4,4,144.0,4K,TN,,0,2000,jogos_intermediarios
positivo,2010.0,4,4,2,não,0,4,142.0,HD,TN,,0,500,entrada
asus,2017.0,4,4,8,não,0,2,527.0,4K,IPS,sim,0,1000,premium
samsung,2012.0,12,19,8,não,0,2,433.0,FULLHD,AMOLED,sim,0,500,premium
hp,2012.0,4,5,16,sim,4,2,174.0,4K,OLED,,2000,1000,jogos_intermediarios
asus,,6,11,2,não,0,3,521.0,HD,VA,,500,0,intermediario
lenovo,2020.0,12,23,2,não,0,4,122.0,HD,TN,não,0,500,intermediario
dell,2022.0,6,10,32,não,0,3,576.0,FULLHD,OLED,não,0,250,ultraportatil
samsung,2016.0,8,13,6,não,0,2,,FULLHD,VA,,0,1000,ultraportatil
asus,2015.0,4,8,2,não,0,2,,FULLHD,AMOLED,,0,2000,2em1
razer,2011.0,10,18,32,sim,6,1,171.0,4K,OLED,,1000,250,jogos_premium
asus,2012.0,4,8,8,não,0,2,511.0,QUADHD,OLED,não,250,250,premium
samsung,2013.0,4,7,8,sim,2,4,143.0,FULLHD,VA,,0,250,jogos_entrada
razer,2010.0,10,12,16,sim,6,4,62.0,4K,AMOLED,,2000,250,jogos_premium
dell,,6,8,12,sim,4,3,95.0,FULLHD,OLED,,2000,250,jogos_intermediarios
hp,2013.0,6,11,16,sim,4,1,,4K,VA,,0,250,jogos_intermediarios
apple,2010.0,6,12,16,não,0,3,482.0,FULLHD,AMOLED,,0,2000,premium
apple,2019.0,6,11,8,não,0,2,594.0,QUADHD,AMOLED,não,0,2000,premium
positivo,2017.0,6,6,8,não,0,1,239.0,HD,IPS,não,0,500,entrada
huawei,2010.0,10,16,16,não,0,2,461.0,FULLHD,AMOLED,,250,250,premium
samsung,2021.0,12,17,8,sim,2,4,98.0,FULLHD,VA,,0,2000,jogos_entrada
apple,2016.0,4,8,16,não,0,3,400.0,FULLHD,AMOLED,,0,2000,premium
samsung,2011.0,6,6,16,não,0,3,498.0,4K,OLED,,2000,250,premium
acer,2016.0,6,12,16,sim,4,4,94.0,QUADHD,OLED,,0,500,jogos_intermediarios
razer,2022.0,6,12,32,sim,6,4,96.0,4K,OLED,,0,2000,jogos_premium
xiaomi,2015.0,8,15,8,não,0,3,501.0,QUADHD,AMOLED,,0,250,premium
xiaomi,2018.0,6,9,16,não,0,3,539.0,FULLHD,AMOLED,,0,250,premium
hp,2019.0,12,19,64,não,0,3,557.0,FULLHD,VA,,0,250,ultraportatil
xiaomi,2019.0,10,12,16,não,0,2,588.0,FULLHD,OLED,não,0,250,premium
huawei,2021.0,10,17,16,não,0,2,585.0,4K,OLED,,0,500,premium
acer,2016.0,8,12,6,não,0,2,236.0,HD,TN,,0,500,entrada
asus,2011.0,4,8,2,não,0,3,123.0,FULLHD,IPS,,500,250,2em1
hp,,6,10,12,sim,6,4,141.0,FULLHD,IPS,não,0,500,jogos_intermediarios
acer,2011.0,4,7,4,não,0,3,505.0,FULLHD,TN,não,500,500,ultraportatil
lenovo,2022.0,12,19,2,não,0,3,574.0,FULLHD,TN,não,0,500,ultraportatil
huawei,,8,8,8,não,0,2,570.0,QUADHD,AMOLED,,0,1000,premium
acer,2017.0,8,15,4,não,0,1,506.0,HD,TN,não,250,0,entrada
asus,2013.0,4,5,2,não,0,1,202.0,HD,IPS,,250,0,intermediario
dell,,8,12,12,sim,6,2,42.0,4K,TN,,0,250,jogos_intermediarios
dell,2013.0,6,11,2,não,0,2,550.0,FULLHD,OLED,não,1000,125,ultraportatil
acer,2010.0,2,2,16,não,0,2,502.0,FULLHD,OLED,,0,500,ultraportatil
xiaomi,2021.0,4,6,8,não,0,3,581.0,QUADHD,OLED,não,0,250,premium
lenovo,2011.0,4,7,8,não,0,4,191.0,HD,VA,não,2000,0,intermediario
hp,,8,8,16,sim,6,4,159.0,4K,IPS,,0,1000,jogos_intermediarios
acer,2016.0,4,4,16,não,0,2,471.0,FULLHD,OLED,,0,250,premium
dell,2012.0,4,4,16,não,0,3,412.0,FULLHD,AMOLED,sim,0,1000,2em1
positivo,2021.0,4,7,8,não,0,3,169.0,HD,TN,,250,0,entrada
razer,2012.0,10,17,16,não,0,3,407.0,QUADHD,OLED,não,250,250,premium
xiaomi,2017.0,12,19,16,não,0,3,507.0,FULLHD,AMOLED,,0,250,premium
apple,2010.0,8,13,16,não,0,2,507.0,FULLHD,OLED,,500,250,premium
asus,2023.0,12,13,16,não,0,2,585.0,QUADHD,IPS,sim,0,250,premium
razer,2016.0,8,16,8,não,0,2,405.0,QUADHD,AMOLED,,0,1000,premium
dell,2022.0,4,8,8,não,0,2,,QUADHD,AMOLED,,0,1000,premium
samsung,2012.0,4,6,2,não,0,2,598.0,FULLHD,IPS,não,250,2000,ultraportatil
,2015.0,6,11,16,não,0,1,356.0,HD,IPS,não,1000,0,entrada
dell,2011.0,10,13,16,sim,4,2,47.0,4K,VA,,2000,250,jogos_intermediarios
huawei,2014.0,4,8,16,não,0,2,,FULLHD,OLED,,500,250,premium
apple,2012.0,6,11,16,não,0,3,426.0,FULLHD,OLED,não,1000,250,premium
acer,2018.0,6,9,8,não,0,2,,FULLHD,OLED,,0,250,ultraportatil
samsung,2019.0,8,13,4,não,0,2,66.0,HD,OLED,não,0,500,intermediario
acer,2018.0,4,6,2,não,0,2,509.0,HD,IPS,não,1000,0,entrada
acer,2013.0,2,3,16,não,0,4,143.0,HD,TN,,1000,0,intermediario
asus,2020.0,6,10,4,não,0,1,549.0,HD,TN,,250,0,entrada
,2017.0,8,8,16,não,0,4,288.0,HD,IPS,não,0,250,entrada
dell,2022.0,6,12,16,sim,6,4,,4K,OLED,não,0,250,jogos_premium
hp,2019.0,4,7,16,sim,6,4,55.0,FULLHD,TN,,0,1000,jogos_intermediarios
samsung,2022.0,8,13,32,não,0,4,311.0,HD,VA,,0,500,intermediario
positivo,,4,5,12,não,0,2,,HD,IPS,não,2000,0,entrada
hp,2021.0,6,9,32,não,0,2,542.0,FULLHD,TN,não,0,500,ultraportatil
xiaomi,2023.0,6,7,16,não,0,3,,QUADHD,OLED,não,0,250,premium
positivo,2019.0,6,6,64,não,0,2,135.0,HD,IPS,não,250,0,entrada
razer,2012.0,12,23,16,sim,6,2,86.0,FULLHD,OLED,não,500,125,jogos_premium
hp,2013.0,2,3,6,não,0,2,549.0,FULLHD,VA,,250,2000,ultraportatil
hp,2023.0,8,9,4,não,0,3,511.0,FULLHD,OLED,não,0,1000,ultraportatil
asus,2022.0,4,5,16,não,0,3,501.0,4K,AMOLED,sim,0,1000,premium
huawei,2014.0,4,7,16,não,0,2,476.0,QUADHD,OLED,,2000,250,premium
samsung,2014.0,10,14,12,não,0,2,68.0,FULLHD,IPS,,0,250,2em1
positivo,,4,7,12,não,0,2,236.0,HD,TN,não,250,0,entrada
acer,2011.0,8,15,8,não,0,3,539.0,QUADHD,AMOLED,,2000,250,premium
hp,2011.0,6,9,4,não,0,2,518.0,FULLHD,VA,,2000,250,ultraportatil
xiaomi,2021.0,10,14,8,não,0,3,403.0,4K,OLED,não,0,250,premium
hp,2013.0,6,11,8,sim,4,4,115.0,FULLHD,IPS,,2000,250,jogos_entrada
huawei,2012.0,8,10,8,não,0,3,412.0,4K,AMOLED,,1000,250,premium
positivo,2016.0,8,11,12,não,0,4,203.0,HD,TN,não,250,0,entrada
apple,2014.0,8,15,16,não,0,2,597.0,FULLHD,OLED,não,500,250,premium
acer,2010.0,6,6,8,sim,4,4,118.0,FULLHD,TN,não,500,125,jogos_entrada
acer,2010.0,6,11,16,não,0,3,451.0,QUADHD,OLED,não,250,250,premium
apple,2021.0,4,5,8,não,0,2,514.0,4K,OLED,,0,250,premium
apple,2021.0,12,23,8,não,0,2,588.0,FULLHD,AMOLED,não,0,2000,premium
xiaomi,2018.0,10,15,8,não,0,3,413.0,FULLHD,OLED,,0,250,premium
dell,2017.0,4,6,8,não,0,2,54.0,HD,TN,,0,250,intermediario
razer,2010.0,8,8,16,sim,6,4,45.0,FULLHD,AMOLED,,0,1000,jogos_premium
samsung,2018.0,8,12,2,não,0,4,,HD,IPS,não,0,500,intermediario
huawei,2012.0,12,16,16,não,0,2,443.0,QUADHD,OLED,,0,500,premium
positivo,2013.0,2,3,6,não,0,2,274.0,HD,IPS,,500,0,entrada
asus,2018.0,4,7,64,não,0,1,114.0,HD,VA,,1000,0,intermediario
huawei,2016.0,12,12,16,não,0,3,562.0,FULLHD,AMOLED,não,0,2000,premium
samsung,2016.0,12,16,16,não,0,2,479.0,4K,AMOLED,,0,250,premium
lenovo,2013.0,12,18,16,sim,6,1,115.0,4K,VA,não,0,500,jogos_intermediarios
dell,2020.0,12,15,4,não,0,4,218.0,HD,TN,não,0,1000,intermediario
huawei,2010.0,10,16,16,não,0,2,428.0,QUADHD,OLED,,500,250,premium
samsung,2015.0,8,15,16,não,0,3,470.0,FULLHD,AMOLED,sim,0,250,2em1
huawei,2012.0,10,19,8,não,0,3,499.0,QUADHD,OLED,,1000,250,premium
xiaomi,2018.0,6,11,8,não,0,3,483.0,FULLHD,AMOLED,não,0,250,premium
razer,2022.0,4,4,16,não,0,2,597.0,FULLHD,OLED,,0,1000,premium
hp,2018.0,8,12,16,sim,6,3,142.0,4K,TN,não,0,500,jogos_intermediarios
samsung,2017.0,4,5,16,não,0,2,415.0,4K,OLED,,0,250,premium
acer,2010.0,4,6,16,sim,6,1,,QUADHD,AMOLED,não,1000,1000,jogos_premium
razer,,4,8,32,sim,6,1,98.0,FULLHD,AMOLED,,250,250,jogos_premium
dell,2020.0,12,23,8,não,0,2,326.0,FULLHD,AMOLED,,0,250,2em1
positivo,2017.0,4,7,16,não,0,4,255.0,HD,TN,não,250,0,entrada
xiaomi,2013.0,12,12,8,não,0,3,486.0,FULLHD,AMOLED,,2000,250,premium
lenovo,2016.0,4,8,8,não,0,3,262.0,HD,IPS,não,0,1000,entrada
razer,,8,14,32,sim,6,2,169.0,QUADHD,OLED,,0,250,jogos_premium
dell,2018.0,6,8,16,não,0,3,519.0,QUADHD,OLED,,0,2000,premium
hp,2022.0,4,4,8,sim,4,4,173.0,FULLHD,IPS,,0,2000,jogos_entrada
hp,2014.0,4,4,12,sim,4,1,175.0,FULLHD,OLED,,1000,1000,jogos_entrada
xiaomi,2018.0,4,6,16,não,0,2,404.0,FULLHD,AMOLED,não,0,500,premium
xiaomi,2015.0,6,11,8,não,0,2,567.0,QUADHD,OLED,não,0,500,premium
apple,2017.0,4,7,16,não,0,3,532.0,FULLHD,AMOLED,,0,500,premium
lenovo,2015.0,10,17,12,não,0,3,557.0,FULLHD,TN,,0,250,ultraportatil
hp,2013.0,6,6,16,sim,6,4,193.0,4K,IPS,não,1000,125,jogos_intermediarios
dell,2014.0,10,16,32,sim,6,2,185.0,4K,AMOLED,,1000,500,jogos_premium
lenovo,,4,6,8,sim,2,4,143.0,FULLHD,OLED,,0,250,jogos_entrada
samsung,2010.0,4,7,6,não,0,3,591.0,FULLHD,OLED,,250,500,ultraportatil
asus,2013.0,10,14,8,não,0,2,408.0,FULLHD,OLED,,500,250,premium
hp,2013.0,10,11,16,sim,6,1,95.0,QUADHD,VA,não,250,2000,jogos_intermediarios
asus,2019.0,8,13,16,não,0,3,547.0,FULLHD,AMOLED,sim,0,500,premium
apple,,4,6,16,não,0,3,504.0,QUADHD,OLED,,0,2000,premium
hp,2021.0,12,22,8,sim,4,4,33.0,FULLHD,TN,não,0,1000,jogos_entrada
positivo,2014.0,8,11,4,não,0,4,117.0,HD,IPS,,500,0,entrada
dell,2015.0,6,10,8,não,0,2,249.0,FULLHD,AMOLED,,0,250,2em1
asus,2012.0,4,4,12,não,0,3,404.0,HD,TN,,250,0,intermediario
positivo,2015.0,10,14,4,não,0,3,183.0,HD,TN,,250,0,entrada
lenovo,2018.0,6,10,4,não,0,1,484.0,HD,OLED,,0,2000,intermediario
positivo,,4,6,4,não,0,1,150.0,HD,IPS,,250,0,entrada
razer,2010.0,10,20,16,não,0,2,577.0,4K,AMOLED,não,500,250,premium
positivo,2023.0,8,8,2,não,0,2,101.0,HD,TN,,1000,1000,entrada
huawei,2020.0,8,16,8,não,0,3,428.0,FULLHD,AMOLED,não,0,1000,premium
asus,2014.0,12,12,8,não,0,3,454.0,FULLHD,AMOLED,,2000,250,premium
acer,2010.0,2,2,16,não,0,3,71.0,FULLHD,IPS,sim,500,250,2em1
acer,2013.0,8,12,8,não,0,2,511.0,QUADHD,AMOLED,,1000,250,premium
apple,2017.0,4,7,8,não,0,2,479.0,FULLHD,OLED,não,0,2000,premium
asus,2018.0,8,12,2,não,0,3,575.0,FULLHD,TN,,0,250,ultraportatil
xiaomi,2013.0,4,4,16,não,0,3,598.0,4K,AMOLED,não,1000,250,premium
huawei,2011.0,12,24,8,não,0,2,495.0,4K,OLED,,1000,250,premium
huawei,2022.0,8,10,8,não,0,2,406.0,FULLHD,OLED,não,0,250,premium
acer,2010.0,10,10,32,sim,6,4,50.0,4K,AMOLED,,0,2000,jogos_premium
lenovo,2022.0,8,9,16,sim,12,4,128.0,FULLHD,AMOLED,não,0,500,jogos_premium
xiaomi,2013.0,6,11,8,não,0,3,432.0,FULLHD,OLED,não,2000,250,premium
lenovo,2023.0,12,16,16,sim,8,4,72.0,QUADHD,TN,,0,1000,jogos_intermediarios
samsung,2010.0,2,2,2,não,0,3,357.0,HD,IPS,não,2000,0,entrada
xiaomi,,10,16,8,não,0,3,498.0,QUADHD,OLED,não,0,1000,premium
razer,2012.0,8,14,32,sim,6,3,66.0,4K,OLED,não,2000,2000,jogos_premium
apple,2022.0,12,21,16,não,0,2,421.0,4K,OLED,,0,250,premium
huawei,2023.0,4,7,8,não,0,2,523.0,FULLHD,OLED,não,0,250,premium
apple,2010.0,10,13,8,não,0,3,470.0,FULLHD,AMOLED,,2000,250,premium
dell,2019.0,10,18,16,não,0,2,533.0,4K,OLED,,0,250,premium
samsung,2019.0,12,20,16,não,0,3,229.0,HD,IPS,não,250,0,entrada
hp,2014.0,10,19,8,não,0,2,567.0,FULLHD,VA,,0,500,ultraportatil
samsung,2023.0,12,16,8,não,0,2,159.0,HD,TN,,0,250,entrada
dell,2016.0,4,6,12,sim,6,1,56.0,FULLHD,IPS,,0,2000,jogos_intermediarios
lenovo,2013.0,2,2,12,sim,2,1,51.0,FULLHD,TN,,1000,500,jogos_entrada
apple,2010.0,6,11,16,não,0,2,434.0,4K,OLED,,2000,250,premium
razer,2019.0,8,12,16,não,0,2,567.0,4K,OLED,,0,500,premium
asus,2012.0,2,3,16,não,0,2,496.0,FULLHD,AMOLED,,1000,250,2em1
apple,2014.0,6,8,8,não,0,3,584.0,FULLHD,OLED,não,2000,250,premium
razer,2018.0,12,15,32,sim,6,2,104.0,4K,OLED,não,0,500,jogos_premium
hp,2013.0,6,12,12,não,0,2,502.0,FULLHD,VA,não,0,250,ultraportatil
hp,2010.0,2,4,8,sim,2,4,145.0,FULLHD,TN,,2000,250,jogos_entrada
huawei,2020.0,10,19,16,não,0,3,469.0,FULLHD,AMOLED,,0,250,premium
asus,2016.0,4,6,4,não,0,3,251.0,HD,TN,,0,250,entrada
xiaomi,,8,12,8,não,0,3,552.0,4K,AMOLED,não,0,2000,premium
samsung,2019.0,8,14,2,não,0,2,180.0,HD,TN,,250,0,entrada
xiaomi,2023.0,6,7,8,não,0,2,600.0,FULLHD,AMOLED,,0,500,premium
apple,2017.0,12,12,8,não,0,3,588.0,4K,OLED,não,0,1000,premium
xiaomi,2010.0,10,13,8,não,0,2,589.0,4K,OLED,não,500,250,premium
hp,2015.0,4,5,4,não,0,3,535.0,FULLHD,IPS,,0,250,ultraportatil
huawei,2021.0,10,16,8,não,0,3,460.0,FULLHD,AMOLED,,0,1000,premium
positivo,2018.0,10,11,32,não,0,1,,HD,IPS,,0,500,entrada
huawei,2016.0,12,13,16,não,0,2,532.0,FULLHD,OLED,,0,500,premium
acer,2018.0,6,11,12,sim,2,4,173.0,FULLHD,IPS,não,0,250,jogos_entrada
acer,2016.0,8,8,32,sim,6,1,143.0,4K,OLED,,0,2000,jogos_premium
apple,2022.0,12,24,8,não,0,2,548.0,4K,AMOLED,,0,250,premium
apple,2021.0,6,7,8,não,0,2,476.0,4K,AMOLED,,0,250,premium
hp,2021.0,6,12,12,sim,6,4,57.0,FULLHD,VA,,0,250,jogos_intermediarios
xiaomi,2020.0,4,7,8,não,0,2,527.0,FULLHD,AMOLED,não,0,250,premium
huawei,2014.0,4,6,8,não,0,2,486.0,FULLHD,AMOLED,não,500,250,premium
acer,2021.0,8,9,16,não,0,2,202.0,HD,TN,não,250,0,intermediario
samsung,2014.0,4,8,32,sim,6,4,63.0,QUADHD,AMOLED,não,1000,500,jogos_premium
huawei,2022.0,8,13,8,não,0,2,470.0,4K,AMOLED,não,0,1000,premium
lenovo,2021.0,4,8,16,sim,6,4,168.0,FULLHD,AMOLED,não,0,250,jogos_premium
positivo,2015.0,10,16,4,não,0,4,111.0,HD,IPS,,1000,0,entrada
huawei,,12,16,8,não,0,2,530.0,FULLHD,OLED,,0,500,premium
razer,2018.0,12,18,32,sim,6,3,196.0,QUADHD,AMOLED,,0,250,jogos_premium
acer,2022.0,10,16,32,não,0,2,534.0,FULLHD,IPS,,0,1000,ultraportatil
positivo,2012.0,6,6,8,não,0,1,194.0,HD,TN,não,1000,0,entrada
samsung,2010.0,2,4,6,não,0,3,,HD,IPS,,0,250,entrada
apple,2015.0,10,19,16,não,0,3,534.0,QUADHD,OLED,não,0,1000,premium
positivo,2020.0,6,8,32,não,0,4,34.0,HD,IPS,,250,0,entrada
positivo,,2,4,8,não,0,4,274.0,HD,IPS,não,1000,0,entrada
xiaomi,2021.0,12,16,8,não,0,3,404.0,QUADHD,OLED,não,0,250,premium
asus,2012.0,6,9,4,não,0,1,81.0,HD,IPS,não,250,0,intermediario
dell,2015.0,4,6,8,não,0,2,429.0,FULLHD,OLED,não,0,500,premium
razer,2020.0,12,20,16,sim,6,4,112.0,FULLHD,AMOLED,,0,2000,jogos_premium
razer,2014.0,8,16,32,sim,6,4,155.0,QUADHD,AMOLED,,500,250,jogos_premium
lenovo,2022.0,12,23,32,não,0,2,231.0,FULLHD,IPS,sim,0,250,2em1
apple,2012.0,4,7,16,não,0,3,498.0,QUADHD,AMOLED,não,1000,250,premium
acer,2021.0,6,12,16,não,0,3,418.0,QUADHD,OLED,,0,500,premium
lenovo,2023.0,4,7,32,sim,6,4,175.0,FULLHD,AMOLED,,0,250,jogos_premium
xiaomi,2010.0,6,9,8,não,0,3,,QUADHD,AMOLED,,2000,250,premium
xiaomi,2010.0,10,19,16,não,0,3,518.0,FULLHD,AMOLED,não,500,250,premium
dell,2011.0,6,9,12,sim,2,2,194.0,FULLHD,OLED,,0,250,jogos_entrada
lenovo,2011.0,4,7,12,sim,4,4,32.0,FULLHD,OLED,não,250,2000,jogos_entrada
positivo,2018.0,8,8,4,não,0,4,42.0,HD,TN,não,1000,0,entrada
asus,2013.0,6,7,8,não,0,1,277.0,HD,IPS,não,250,0,entrada
asus,2023.0,10,18,32,não,0,2,510.0,FULLHD,OLED,,0,2000,ultraportatil
acer,2018.0,12,12,16,sim,4,4,173.0,FULLHD,IPS,,0,1000,jogos_intermediarios
xiaomi,2012.0,8,16,8,não,0,3,434.0,4K,OLED,,500,250,premium
lenovo,2013.0,8,12,16,sim,6,3,76.0,4K,TN,não,250,2000,jogos_intermediarios
apple,2022.0,4,7,8,não,0,2,439.0,QUADHD,AMOLED,não,0,1000,premium
positivo,2022.0,10,19,6,não,0,4,107.0,HD,TN,,1000,500,entrada
