idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
27.0,admin.,,secondary,0,yes,no,6,may,837.0,1.0,yes
36.0,management,,tertiary,7506,yes,no,6,may,839.0,2.0,yes
32.0,admin.,,secondary,752,yes,no,6,may,519.0,2.0,yes
49.0,management,,secondary,99,yes,no,6,may,687.0,2.0,yes
29.0,admin.,,secondary,266,yes,no,6,may,540.0,1.0,yes
29.0,admin.,,secondary,27,yes,no,6,may,754.0,1.0,yes
28.0,blue-collar,,secondary,524,yes,no,6,may,554.0,2.0,yes
60.0,management,,tertiary,5990,yes,no,6,may,396.0,3.0,yes
33.0,management,,secondary,3935,yes,no,6,may,765.0,1.0,yes
35.0,management,,tertiary,991,yes,no,6,may,1489.0,3.0,yes
31.0,management,,tertiary,59,yes,yes,6,may,1347.0,2.0,yes
40.0,management,,tertiary,1598,yes,yes,6,may,1074.0,4.0,yes
29.0,management,,tertiary,0,yes,no,6,may,667.0,2.0,yes
35.0,management,,tertiary,802,yes,no,6,may,686.0,2.0,yes
32.0,management,,tertiary,2465,yes,yes,7,may,923.0,1.0,yes
26.0,management,,tertiary,114,yes,no,7,may,457.0,1.0,yes
42.0,blue-collar,,primary,1461,yes,no,7,may,757.0,2.0,yes
33.0,admin.,,tertiary,475,yes,no,7,may,1046.0,1.0,yes
36.0,management,,tertiary,4,yes,no,7,may,855.0,2.0,yes
35.0,management,,tertiary,1618,yes,yes,7,may,542.0,1.0,yes
30.0,services,,secondary,-271,yes,no,7,may,609.0,1.0,yes
59.0,admin.,,secondary,2166,yes,yes,7,may,574.0,1.0,yes
44.0,blue-collar,,primary,4031,yes,no,7,may,983.0,4.0,yes
50.0,services,,primary,5024,yes,yes,7,may,661.0,1.0,yes
51.0,technician,,secondary,-1944,yes,no,7,may,623.0,1.0,yes
51.0,admin.,,secondary,3025,no,no,7,may,476.0,1.0,yes
60.0,blue-collar,,unknown,2090,yes,no,7,may,957.0,2.0,yes
29.0,technician,,tertiary,0,yes,no,7,may,347.0,2.0,yes
43.0,management,,tertiary,1429,yes,no,7,may,1030.0,1.0,yes
31.0,admin.,,secondary,0,yes,no,7,may,895.0,2.0,yes
26.0,blue-collar,,secondary,311,yes,no,7,may,798.0,2.0,yes
23.0,housemaid,,tertiary,66,yes,no,7,may,1391.0,2.0,yes
49.0,blue-collar,,primary,2146,yes,no,7,may,1516.0,2.0,yes
42.0,unemployed,,secondary,356,yes,no,7,may,787.0,3.0,yes
39.0,blue-collar,,secondary,62,yes,no,7,may,877.0,3.0,yes
45.0,admin.,,secondary,-106,yes,yes,7,may,553.0,3.0,yes
45.0,services,divorced,secondary,608,yes,yes,7,may,1135.0,3.0,yes
39.0,technician,divorced,secondary,291,yes,no,7,may,882.0,2.0,yes
45.0,blue-collar,divorced,secondary,-184,yes,no,7,may,878.0,3.0,yes
39.0,admin.,,secondary,2345,yes,no,8,may,491.0,2.0,yes
23.0,technician,,secondary,4,yes,no,8,may,763.0,1.0,yes
57.0,admin.,,secondary,6005,yes,no,8,may,704.0,1.0,yes
32.0,blue-collar,,secondary,333,yes,no,8,may,501.0,2.0,yes
29.0,management,,tertiary,3041,yes,no,8,may,606.0,3.0,yes
42.0,management,,tertiary,4,yes,no,8,may,579.0,2.0,yes
47.0,blue-collar,divorced,primary,603,yes,yes,8,may,1080.0,1.0,yes
36.0,management,,tertiary,0,yes,no,8,may,308.0,3.0,yes
57.0,management,,tertiary,830,yes,yes,8,may,662.0,1.0,yes
36.0,technician,,tertiary,962,yes,no,8,may,568.0,1.0,yes
53.0,technician,,tertiary,185,yes,no,8,may,1448.0,2.0,yes
56.0,blue-collar,divorced,primary,-9,yes,yes,8,may,728.0,1.0,yes
33.0,admin.,divorced,tertiary,891,no,no,8,may,398.0,2.0,yes
59.0,retired,,tertiary,148,yes,yes,8,may,685.0,2.0,yes
47.0,retired,,primary,1374,no,yes,8,may,479.0,2.0,yes
42.0,management,,tertiary,-556,yes,yes,8,may,682.0,3.0,yes
38.0,self-employed,,tertiary,1612,yes,no,8,may,423.0,1.0,yes
40.0,self-employed,,secondary,0,yes,no,11,may,657.0,1.0,yes
41.0,admin.,,secondary,-109,yes,yes,11,may,1038.0,1.0,yes
43.0,management,divorced,tertiary,580,yes,no,11,may,1514.0,1.0,yes
24.0,services,,secondary,4500,yes,no,11,may,733.0,2.0,yes
40.0,services,,secondary,-192,yes,no,11,may,666.0,1.0,yes
40.0,blue-collar,,secondary,-438,no,no,11,may,1017.0,1.0,yes
34.0,services,,secondary,-701,yes,no,11,may,610.0,2.0,yes
36.0,management,,tertiary,1400,yes,no,11,may,608.0,3.0,yes
38.0,services,,secondary,5293,yes,no,11,may,475.0,1.0,yes
39.0,blue-collar,,secondary,785,yes,no,11,may,1232.0,2.0,yes
25.0,student,,primary,373,yes,no,11,may,819.0,2.0,yes
39.0,management,,tertiary,763,yes,no,11,may,877.0,7.0,yes
41.0,blue-collar,,secondary,1236,yes,no,11,may,911.0,3.0,yes
36.0,admin.,divorced,secondary,-811,yes,no,12,may,365.0,2.0,yes
34.0,entrepreneur,,primary,7279,yes,no,12,may,882.0,1.0,yes
34.0,admin.,divorced,secondary,479,yes,no,12,may,515.0,1.0,yes
38.0,housemaid,,primary,199,yes,no,12,may,1203.0,1.0,yes
40.0,blue-collar,,secondary,1808,yes,no,12,may,560.0,1.0,yes
31.0,admin.,,secondary,2,yes,yes,12,may,703.0,4.0,yes
37.0,blue-collar,,primary,-106,yes,yes,12,may,690.0,1.0,yes
58.0,entrepreneur,,secondary,670,yes,no,12,may,1272.0,1.0,yes
48.0,services,divorced,secondary,-361,yes,no,12,may,1062.0,3.0,yes
35.0,blue-collar,,primary,159,yes,yes,12,may,826.0,1.0,yes
34.0,admin.,,secondary,151,yes,no,12,may,590.0,1.0,yes
51.0,blue-collar,,secondary,518,yes,no,12,may,918.0,1.0,yes
39.0,management,,tertiary,5073,yes,no,12,may,1182.0,1.0,yes
39.0,admin.,,secondary,607,yes,no,12,may,454.0,2.0,yes
36.0,blue-collar,divorced,primary,-308,yes,no,12,may,725.0,1.0,yes
47.0,services,,secondary,367,yes,no,12,may,309.0,1.0,yes
35.0,blue-collar,,secondary,855,yes,no,12,may,549.0,1.0,yes
33.0,blue-collar,,secondary,1240,yes,no,12,may,844.0,1.0,yes
47.0,admin.,,secondary,663,yes,yes,12,may,409.0,1.0,yes
38.0,services,,secondary,895,yes,no,12,may,1531.0,1.0,yes
46.0,blue-collar,,primary,804,yes,no,12,may,1063.0,2.0,yes
42.0,blue-collar,,primary,-407,yes,yes,12,may,829.0,7.0,yes
47.0,blue-collar,,secondary,802,yes,yes,12,may,289.0,2.0,yes
37.0,admin.,,primary,912,yes,no,12,may,637.0,3.0,yes
31.0,admin.,,tertiary,355,yes,no,12,may,609.0,1.0,yes
46.0,technician,,secondary,3,yes,yes,12,may,614.0,3.0,yes
36.0,services,,secondary,0,yes,no,12,may,398.0,6.0,yes
40.0,services,,secondary,1836,yes,no,12,may,750.0,2.0,yes
39.0,management,,tertiary,1425,yes,no,12,may,775.0,3.0,yes
45.0,self-employed,divorced,tertiary,963,yes,no,12,may,528.0,5.0,yes
59.0,admin.,,secondary,145,yes,no,12,may,556.0,2.0,yes
34.0,blue-collar,,secondary,634,no,yes,12,may,737.0,3.0,yes
40.0,blue-collar,,unknown,87,yes,no,13,may,477.0,3.0,yes
50.0,blue-collar,,primary,-522,yes,no,13,may,863.0,3.0,yes
36.0,blue-collar,,primary,319,yes,no,13,may,774.0,2.0,yes
35.0,admin.,,secondary,0,yes,no,13,may,1073.0,1.0,yes
36.0,blue-collar,,secondary,478,yes,no,13,may,610.0,1.0,yes
35.0,blue-collar,,primary,-276,yes,no,13,may,850.0,1.0,yes
47.0,blue-collar,,primary,4227,yes,no,13,may,659.0,1.0,yes
47.0,housemaid,,primary,2785,yes,no,13,may,570.0,1.0,yes
38.0,blue-collar,,primary,1401,no,no,13,may,516.0,1.0,yes
33.0,management,,tertiary,0,yes,no,13,may,585.0,1.0,yes
38.0,blue-collar,,primary,1852,yes,no,13,may,606.0,1.0,yes
39.0,blue-collar,,secondary,462,yes,no,13,may,590.0,1.0,yes
43.0,housemaid,,primary,800,yes,no,13,may,902.0,1.0,yes
33.0,technician,,secondary,221,yes,no,13,may,669.0,1.0,yes
34.0,blue-collar,,secondary,1089,yes,no,13,may,394.0,3.0,yes
28.0,admin.,divorced,secondary,451,yes,no,13,may,302.0,1.0,yes
34.0,blue-collar,,secondary,496,yes,no,13,may,333.0,1.0,yes
42.0,blue-collar,,secondary,1080,yes,yes,13,may,951.0,3.0,yes
33.0,management,,tertiary,1064,yes,no,13,may,562.0,1.0,yes
39.0,management,,tertiary,297,yes,no,13,may,734.0,2.0,yes
32.0,management,,tertiary,3,yes,no,13,may,568.0,1.0,yes
34.0,management,,tertiary,76,yes,no,13,may,747.0,2.0,yes
32.0,blue-collar,,primary,398,yes,no,13,may,716.0,1.0,yes
48.0,admin.,divorced,secondary,83,yes,no,13,may,1101.0,1.0,yes
31.0,admin.,,secondary,879,yes,no,13,may,394.0,1.0,yes
33.0,services,,secondary,210,yes,no,13,may,1207.0,2.0,yes
48.0,services,divorced,secondary,-276,yes,yes,13,may,674.0,1.0,yes
33.0,blue-collar,,primary,863,yes,no,13,may,622.0,3.0,yes
30.0,student,,tertiary,228,yes,no,13,may,314.0,2.0,yes
35.0,management,,tertiary,1396,yes,no,13,may,809.0,1.0,yes
51.0,blue-collar,divorced,primary,-19,yes,no,13,may,829.0,1.0,yes
38.0,services,,secondary,2253,yes,no,13,may,937.0,3.0,yes
39.0,blue-collar,,primary,0,yes,yes,13,may,1975.0,5.0,yes
27.0,blue-collar,,primary,265,yes,no,13,may,1119.0,2.0,yes
50.0,technician,divorced,secondary,-54,yes,yes,13,may,698.0,2.0,yes
34.0,management,,tertiary,3821,yes,no,13,may,649.0,2.0,yes
38.0,blue-collar,divorced,primary,0,yes,no,13,may,531.0,2.0,yes
29.0,services,divorced,secondary,-7,yes,no,13,may,1279.0,3.0,yes
40.0,blue-collar,,primary,830,yes,no,13,may,873.0,3.0,yes
32.0,technician,,tertiary,0,yes,yes,13,may,440.0,2.0,yes
38.0,blue-collar,,primary,4406,yes,no,13,may,689.0,2.0,yes
36.0,admin.,divorced,secondary,437,yes,no,14,may,722.0,2.0,yes
28.0,blue-collar,,primary,54,yes,no,14,may,533.0,1.0,yes
49.0,blue-collar,,secondary,-454,yes,no,14,may,558.0,1.0,yes
26.0,blue-collar,,secondary,1006,yes,no,14,may,667.0,1.0,yes
44.0,admin.,divorced,secondary,2999,yes,no,14,may,717.0,1.0,yes
49.0,management,,tertiary,85,yes,no,14,may,590.0,5.0,yes
31.0,self-employed,,tertiary,17924,yes,no,14,may,745.0,1.0,yes
55.0,blue-collar,divorced,primary,8180,no,no,14,may,854.0,2.0,yes
32.0,management,,tertiary,2431,yes,no,14,may,646.0,5.0,yes
35.0,services,,secondary,341,yes,no,14,may,345.0,1.0,yes
35.0,blue-collar,,secondary,4963,yes,no,14,may,456.0,1.0,yes
31.0,admin.,,secondary,8781,yes,no,14,may,680.0,1.0,yes
28.0,admin.,divorced,secondary,-504,yes,yes,14,may,578.0,1.0,yes
39.0,management,,tertiary,1738,yes,no,14,may,633.0,1.0,yes
48.0,blue-collar,,primary,214,yes,yes,14,may,307.0,1.0,yes
32.0,admin.,,secondary,684,yes,no,14,may,607.0,3.0,yes
41.0,blue-collar,,secondary,580,yes,no,14,may,874.0,1.0,yes
34.0,management,,tertiary,273,yes,no,14,may,492.0,1.0,yes
32.0,blue-collar,,secondary,811,yes,no,14,may,563.0,1.0,yes
34.0,admin.,,primary,0,yes,yes,14,may,1020.0,1.0,yes
36.0,self-employed,divorced,tertiary,1354,yes,no,14,may,1723.0,1.0,yes
29.0,admin.,divorced,secondary,-254,yes,no,14,may,406.0,2.0,yes
54.0,management,divorced,tertiary,-449,yes,no,14,may,691.0,1.0,yes
29.0,blue-collar,,secondary,7863,yes,no,14,may,1129.0,1.0,yes
35.0,blue-collar,divorced,secondary,336,yes,no,14,may,191.0,1.0,yes
36.0,blue-collar,,secondary,1049,yes,no,14,may,224.0,4.0,yes
37.0,services,,secondary,6089,yes,no,14,may,616.0,2.0,yes
37.0,management,divorced,tertiary,-42,yes,no,14,may,668.0,2.0,yes
31.0,blue-collar,,secondary,953,yes,no,14,may,479.0,1.0,yes
33.0,admin.,,secondary,315,yes,yes,14,may,888.0,3.0,yes
59.0,retired,divorced,secondary,5845,no,no,14,may,1060.0,2.0,yes
30.0,blue-collar,,secondary,378,yes,no,14,may,566.0,2.0,yes
53.0,services,divorced,secondary,765,yes,no,14,may,959.0,3.0,yes
26.0,blue-collar,,secondary,5795,yes,no,14,may,1094.0,2.0,yes
30.0,admin.,,secondary,315,yes,no,14,may,884.0,3.0,yes
35.0,management,,tertiary,916,yes,no,14,may,460.0,2.0,yes
34.0,admin.,,secondary,124,yes,no,14,may,604.0,4.0,yes
33.0,services,,secondary,207,yes,no,14,may,629.0,4.0,yes
59.0,retired,,tertiary,422,yes,no,14,may,647.0,4.0,yes
36.0,technician,,secondary,125,yes,no,15,may,676.0,3.0,yes
34.0,services,,secondary,2,yes,no,15,may,153.0,2.0,yes
39.0,services,,secondary,7066,yes,no,15,may,667.0,3.0,yes
42.0,services,,secondary,146,yes,yes,15,may,670.0,4.0,yes
60.0,retired,divorced,secondary,496,yes,no,15,may,655.0,2.0,yes
56.0,services,,secondary,-40,yes,no,15,may,311.0,1.0,yes
30.0,services,,secondary,140,yes,no,15,may,760.0,1.0,yes
26.0,services,,secondary,77,yes,no,15,may,619.0,1.0,yes
35.0,blue-collar,,primary,22,yes,no,15,may,1190.0,2.0,yes
22.0,blue-collar,,secondary,-51,yes,no,15,may,859.0,1.0,yes
26.0,blue-collar,,secondary,26,yes,yes,15,may,899.0,1.0,yes
28.0,admin.,,secondary,154,yes,no,15,may,536.0,1.0,yes
35.0,admin.,divorced,secondary,534,no,no,15,may,669.0,1.0,yes
35.0,housemaid,,tertiary,1265,yes,no,15,may,326.0,5.0,yes
55.0,technician,,tertiary,-466,yes,no,15,may,901.0,1.0,yes
32.0,services,,secondary,38,yes,no,15,may,744.0,1.0,yes
28.0,management,,secondary,703,yes,no,15,may,485.0,1.0,yes
31.0,admin.,,secondary,685,yes,no,15,may,552.0,1.0,yes
23.0,blue-collar,,secondary,780,yes,no,15,may,416.0,1.0,yes
26.0,technician,,tertiary,-67,yes,no,15,may,637.0,1.0,yes
46.0,blue-collar,,primary,1085,yes,yes,15,may,523.0,2.0,yes
34.0,blue-collar,,secondary,29,yes,no,15,may,285.0,5.0,yes
60.0,management,,tertiary,560,no,no,15,may,730.0,5.0,yes
28.0,student,,tertiary,22,yes,no,15,may,536.0,2.0,yes
29.0,services,,secondary,6567,yes,no,15,may,792.0,2.0,yes
39.0,entrepreneur,,secondary,2139,yes,no,15,may,576.0,4.0,yes
54.0,unemployed,,secondary,582,yes,no,15,may,693.0,5.0,yes
34.0,technician,,secondary,194,yes,yes,15,may,1015.0,1.0,yes
27.0,services,,secondary,353,yes,no,15,may,663.0,1.0,yes
28.0,services,,secondary,341,yes,no,15,may,437.0,3.0,yes
39.0,entrepreneur,,tertiary,-172,yes,no,15,may,562.0,2.0,yes
60.0,retired,divorced,secondary,-639,yes,no,15,may,585.0,1.0,yes
26.0,student,,secondary,864,yes,no,15,may,659.0,1.0,yes
32.0,management,,secondary,134,yes,yes,15,may,532.0,3.0,yes
40.0,admin.,,secondary,50,no,no,15,may,837.0,1.0,yes
25.0,admin.,,secondary,507,yes,no,15,may,832.0,1.0,yes
48.0,blue-collar,,secondary,480,yes,no,15,may,830.0,1.0,yes
37.0,entrepreneur,,secondary,-22,yes,no,15,may,317.0,1.0,yes
39.0,admin.,divorced,secondary,878,yes,no,15,may,611.0,5.0,yes
40.0,admin.,,secondary,2574,yes,no,15,may,432.0,1.0,yes
31.0,management,,tertiary,2734,yes,no,15,may,858.0,3.0,yes
42.0,admin.,divorced,secondary,241,yes,no,15,may,1012.0,3.0,yes
51.0,blue-collar,,primary,129,yes,no,15,may,611.0,2.0,yes
28.0,management,,tertiary,41,yes,no,15,may,885.0,3.0,yes
32.0,management,,tertiary,3387,yes,no,15,may,1111.0,5.0,yes
36.0,admin.,,secondary,148,yes,no,15,may,1357.0,4.0,yes
36.0,blue-collar,,secondary,249,yes,no,15,may,709.0,5.0,yes
38.0,self-employed,,tertiary,5774,yes,no,15,may,406.0,4.0,yes
36.0,services,,secondary,0,yes,no,15,may,1002.0,4.0,yes
40.0,blue-collar,,primary,1841,yes,no,15,may,880.0,4.0,yes
37.0,blue-collar,,primary,2120,yes,no,15,may,655.0,3.0,yes
51.0,management,,tertiary,297,yes,no,15,may,415.0,4.0,yes
34.0,services,divorced,secondary,89,yes,no,15,may,1871.0,4.0,yes
56.0,blue-collar,,primary,827,yes,no,15,may,462.0,4.0,yes
35.0,blue-collar,,secondary,205,yes,yes,15,may,1313.0,7.0,yes
34.0,technician,,tertiary,3743,yes,no,18,may,722.0,4.0,yes
39.0,services,,secondary,117,yes,no,18,may,1032.0,2.0,yes
29.0,blue-collar,,secondary,-493,yes,no,18,may,536.0,2.0,yes
33.0,management,,tertiary,62,yes,no,18,may,473.0,3.0,yes
40.0,admin.,,secondary,2040,yes,no,18,may,906.0,2.0,yes
22.0,services,,secondary,344,yes,no,18,may,347.0,1.0,yes
32.0,technician,,secondary,230,yes,no,18,may,442.0,1.0,yes
33.0,admin.,,secondary,1277,yes,no,18,may,827.0,1.0,yes
29.0,blue-collar,,secondary,104,yes,no,18,may,903.0,4.0,yes
29.0,technician,,secondary,706,yes,no,18,may,1340.0,1.0,yes
24.0,blue-collar,,secondary,174,yes,yes,18,may,487.0,1.0,yes
31.0,blue-collar,,secondary,239,yes,no,18,may,666.0,1.0,yes
27.0,blue-collar,,secondary,513,yes,yes,18,may,351.0,1.0,yes
32.0,management,,tertiary,7290,yes,no,18,may,357.0,1.0,yes
30.0,blue-collar,,secondary,5909,yes,no,18,may,420.0,2.0,yes
27.0,services,,secondary,-195,yes,no,18,may,391.0,1.0,yes
55.0,blue-collar,,secondary,3917,yes,no,18,may,565.0,1.0,yes
28.0,admin.,,secondary,352,yes,yes,18,may,431.0,1.0,yes
29.0,technician,,tertiary,615,yes,no,18,may,373.0,1.0,yes
55.0,retired,divorced,tertiary,0,no,no,18,may,616.0,1.0,yes
25.0,blue-collar,,secondary,217,yes,no,18,may,504.0,1.0,yes
36.0,housemaid,,secondary,1015,yes,no,18,may,1008.0,1.0,yes
27.0,blue-collar,,unknown,409,yes,no,18,may,525.0,1.0,yes
25.0,services,,secondary,1119,yes,no,18,may,1063.0,1.0,yes
32.0,blue-collar,,primary,12198,yes,no,18,may,178.0,1.0,yes
33.0,admin.,,tertiary,235,yes,no,18,may,525.0,1.0,yes
38.0,entrepreneur,,tertiary,170,yes,no,18,may,442.0,1.0,yes
45.0,technician,divorced,secondary,-357,yes,yes,18,may,618.0,1.0,yes
30.0,blue-collar,,secondary,2145,yes,no,18,may,727.0,2.0,yes
32.0,blue-collar,,primary,-454,yes,yes,18,may,801.0,5.0,yes
26.0,blue-collar,,primary,-887,yes,no,18,may,827.0,2.0,yes
25.0,blue-collar,,primary,292,yes,yes,18,may,1027.0,2.0,yes
33.0,blue-collar,,secondary,139,yes,yes,18,may,732.0,2.0,yes
32.0,technician,,tertiary,2684,yes,no,18,may,542.0,2.0,yes
34.0,blue-collar,,primary,-1,yes,no,18,may,1057.0,6.0,yes
29.0,management,,tertiary,1387,yes,no,18,may,256.0,2.0,yes
28.0,self-employed,,secondary,-522,yes,yes,18,may,638.0,2.0,yes
38.0,technician,,secondary,-242,yes,no,18,may,1173.0,3.0,yes
35.0,services,,secondary,719,yes,no,18,may,1359.0,3.0,yes
28.0,admin.,,secondary,0,yes,yes,18,may,390.0,5.0,yes
29.0,unemployed,,tertiary,497,yes,no,18,may,642.0,3.0,yes
20.0,blue-collar,,secondary,76,yes,no,18,may,639.0,2.0,yes
45.0,admin.,divorced,secondary,397,yes,yes,22,may,582.0,1.0,yes
37.0,management,,tertiary,3723,no,no,22,may,354.0,1.0,yes
32.0,technician,,tertiary,1625,no,no,22,may,796.0,1.0,yes
59.0,admin.,,secondary,106,no,no,22,may,186.0,1.0,yes
37.0,services,,secondary,1543,yes,no,22,may,298.0,1.0,yes
59.0,management,,tertiary,2239,no,no,22,may,431.0,1.0,yes
27.0,technician,divorced,secondary,1977,yes,no,22,may,449.0,1.0,yes
39.0,management,,tertiary,0,yes,no,22,may,271.0,1.0,yes
43.0,services,,secondary,2145,no,no,22,may,271.0,1.0,yes
39.0,technician,,secondary,116,no,no,22,may,554.0,2.0,yes
26.0,student,,secondary,620,no,no,22,may,223.0,1.0,yes
39.0,management,,tertiary,307,no,no,22,may,182.0,2.0,yes
43.0,management,divorced,unknown,7702,no,no,22,may,460.0,1.0,yes
27.0,student,,tertiary,3733,yes,no,22,may,198.0,1.0,yes
32.0,services,,secondary,3993,no,no,22,may,148.0,2.0,yes
29.0,management,,tertiary,428,no,no,22,may,293.0,2.0,yes
42.0,management,,primary,5310,yes,no,22,may,545.0,2.0,yes
53.0,blue-collar,,unknown,2509,no,no,22,may,231.0,2.0,yes
36.0,management,,tertiary,255,no,no,22,may,970.0,2.0,yes
27.0,management,,tertiary,616,yes,no,22,may,685.0,1.0,yes
43.0,admin.,,secondary,733,yes,no,25,may,282.0,1.0,yes
60.0,retired,divorced,tertiary,439,no,yes,25,may,464.0,1.0,yes
29.0,technician,,secondary,590,no,no,25,may,124.0,1.0,yes
26.0,blue-collar,,tertiary,567,no,no,25,may,421.0,1.0,yes
26.0,student,,unknown,689,no,no,25,may,678.0,2.0,yes
28.0,technician,,tertiary,386,no,no,25,may,867.0,1.0,yes
28.0,technician,,tertiary,0,yes,no,25,may,269.0,1.0,yes
28.0,management,,tertiary,957,no,no,25,may,915.0,2.0,yes
40.0,technician,,secondary,312,no,no,25,may,612.0,7.0,yes
24.0,blue-collar,,secondary,167,no,yes,25,may,288.0,1.0,yes
56.0,retired,divorced,tertiary,13094,no,no,25,may,1064.0,1.0,yes
34.0,management,,tertiary,5086,no,no,25,may,213.0,4.0,yes
28.0,admin.,,secondary,707,yes,no,25,may,226.0,1.0,yes
37.0,services,,secondary,466,yes,yes,25,may,377.0,1.0,yes
32.0,services,,secondary,152,yes,no,25,may,158.0,2.0,yes
43.0,technician,divorced,secondary,1612,no,no,25,may,262.0,2.0,yes
36.0,technician,,tertiary,911,yes,yes,25,may,117.0,2.0,yes
35.0,technician,,secondary,27,yes,no,25,may,214.0,1.0,yes
29.0,technician,,secondary,6,no,no,25,may,315.0,1.0,yes
27.0,student,,secondary,253,no,no,25,may,242.0,2.0,yes
32.0,technician,,tertiary,705,yes,no,25,may,414.0,2.0,yes
33.0,technician,,tertiary,109,yes,yes,25,may,601.0,2.0,yes
24.0,student,,secondary,23878,no,no,26,may,133.0,1.0,yes
58.0,technician,,secondary,3399,no,no,26,may,1078.0,1.0,yes
43.0,management,,tertiary,79,no,no,26,may,640.0,1.0,yes
26.0,management,,tertiary,243,no,no,26,may,482.0,1.0,yes
31.0,technician,,secondary,138,no,no,26,may,,1.0,yes
25.0,management,,tertiary,1317,no,no,26,may,176.0,1.0,yes
58.0,retired,,secondary,2714,no,no,26,may,165.0,1.0,yes
48.0,management,divorced,tertiary,17964,yes,no,26,may,208.0,2.0,yes
60.0,retired,,tertiary,846,no,no,26,may,1346.0,1.0,yes
25.0,student,,tertiary,326,no,no,26,may,390.0,1.0,yes
26.0,student,,secondary,100,no,no,26,may,445.0,1.0,yes
25.0,student,,secondary,304,no,no,26,may,226.0,2.0,yes
26.0,student,,tertiary,39,no,no,26,may,396.0,3.0,yes
32.0,management,,tertiary,312,no,no,26,may,208.0,2.0,yes
25.0,admin.,,tertiary,906,no,no,26,may,253.0,1.0,yes
21.0,admin.,,secondary,524,no,no,26,may,185.0,1.0,yes
41.0,self-employed,,tertiary,1081,no,no,27,may,229.0,3.0,yes
30.0,admin.,,secondary,983,yes,no,27,may,189.0,2.0,yes
47.0,admin.,divorced,secondary,2232,no,no,27,may,439.0,1.0,yes
37.0,admin.,,secondary,1967,no,no,27,may,242.0,1.0,yes
34.0,admin.,,secondary,1406,yes,no,27,may,145.0,1.0,yes
28.0,admin.,,secondary,157,no,no,27,may,155.0,3.0,yes
24.0,admin.,,tertiary,0,yes,no,27,may,122.0,2.0,yes
26.0,admin.,,secondary,2509,no,no,27,may,776.0,3.0,yes
35.0,technician,,secondary,1368,no,no,27,may,329.0,1.0,yes
54.0,retired,divorced,tertiary,3076,no,no,27,may,367.0,2.0,yes
44.0,management,,tertiary,7818,no,no,27,may,412.0,1.0,yes
56.0,admin.,,secondary,4118,no,no,27,may,165.0,1.0,yes
25.0,admin.,,tertiary,760,yes,no,27,may,223.0,3.0,yes
25.0,student,,unknown,277,no,no,27,may,311.0,2.0,yes
50.0,management,,tertiary,253,no,no,28,may,513.0,9.0,yes
55.0,admin.,,secondary,602,no,no,1,jun,324.0,3.0,yes
57.0,management,,tertiary,473,no,no,1,jun,295.0,1.0,yes
48.0,management,,tertiary,1167,yes,yes,1,jun,264.0,1.0,yes
25.0,unemployed,,tertiary,343,no,no,1,jun,377.0,1.0,yes
49.0,management,,tertiary,1808,yes,no,1,jun,205.0,1.0,yes
25.0,technician,,secondary,1199,no,no,1,jun,287.0,1.0,yes
38.0,housemaid,divorced,secondary,70,no,no,1,jun,263.0,1.0,yes
45.0,blue-collar,,secondary,1723,no,no,1,jun,166.0,2.0,yes
33.0,management,,tertiary,1323,no,no,1,jun,327.0,1.0,yes
45.0,admin.,,tertiary,2552,no,no,1,jun,69.0,1.0,yes
26.0,management,,secondary,2613,no,no,1,jun,326.0,1.0,yes
49.0,admin.,,secondary,0,no,no,1,jun,1460.0,1.0,yes
25.0,technician,,secondary,938,no,no,1,jun,1048.0,1.0,yes
53.0,technician,,secondary,284,no,no,1,jun,781.0,1.0,yes
43.0,management,,tertiary,1059,no,yes,1,jun,335.0,2.0,yes
49.0,technician,,secondary,1684,no,yes,1,jun,412.0,2.0,yes
54.0,management,,tertiary,534,no,no,1,jun,177.0,2.0,yes
47.0,technician,,secondary,293,no,no,1,jun,251.0,1.0,yes
34.0,blue-collar,,secondary,262,no,no,1,jun,339.0,1.0,yes
54.0,services,divorced,secondary,0,no,no,1,jun,174.0,1.0,yes
43.0,management,divorced,tertiary,2367,no,no,1,jun,,1.0,yes
23.0,services,,secondary,31,no,no,1,jun,192.0,1.0,yes
48.0,management,,tertiary,3842,no,no,1,jun,215.0,2.0,yes
30.0,self-employed,,tertiary,3343,no,no,1,jun,235.0,1.0,yes
38.0,unemployed,,secondary,804,no,no,1,jun,1087.0,1.0,yes
34.0,student,,unknown,1011,no,no,1,jun,253.0,1.0,yes
52.0,admin.,,secondary,-528,yes,yes,1,jun,1144.0,2.0,yes
27.0,management,,tertiary,1840,no,no,1,jun,220.0,1.0,yes
40.0,blue-collar,,secondary,1451,no,no,1,jun,314.0,1.0,yes
47.0,management,,tertiary,2351,no,no,2,jun,163.0,2.0,yes
26.0,management,,tertiary,1623,no,no,2,jun,479.0,1.0,yes
37.0,admin.,,secondary,597,no,no,2,jun,395.0,1.0,yes
34.0,management,,tertiary,611,no,no,2,jun,350.0,1.0,yes
26.0,admin.,,tertiary,313,no,yes,2,jun,199.0,1.0,yes
