ultima_compra,visitas,online,loja,catalogo,descontos,vinho,doces,fruta,carne,peixe,renda,total_gasto,adolescentes,criancas,estado_civil,educacao,tempo_cliente,reclamacao,idade,aceitou_campanha
12,2,6,4,6,1,420,64,0,452,182,70515.0,1118,0,0,solteiro,graduado,2410,0,27,1
21,8,0,2,1,1,1,3,2,7,4,18227.0,17,0,1,uniao_estavel,graduado,2757,0,33,0
23,4,4,5,1,1,86,15,12,75,33,69139.0,221,1,0,casado,graduado,2312,0,55,0
10,4,6,7,6,1,823,29,25,459,124,69109.0,1460,0,0,casado,graduado,2756,0,38,1
35,5,8,11,2,2,231,30,161,215,171,69627.0,808,1,0,solteiro,graduado,2628,0,58,0
69,8,3,2,1,2,8,20,15,27,0,38136.0,70,0,1,casado,graduado,2592,0,42,0
68,4,6,10,2,1,182,70,17,259,77,62159.0,605,0,0,solteiro,doutorado,2221,0,74,0
85,2,5,5,8,1,557,37,129,984,193,80695.0,1900,0,0,solteiro,graduado,2341,0,57,0
34,6,2,4,1,3,79,4,1,31,4,33316.0,119,1,1,solteiro,mestrado,2427,0,49,0
55,7,8,6,2,6,368,0,24,68,38,58554.0,498,1,1,uniao_estavel,graduado,2800,0,52,0
10,8,2,2,1,2,6,8,4,14,8,17256.0,40,0,1,casado,primeiro_grau,2377,0,28,0
30,8,6,7,1,8,160,11,15,196,15,53034.0,397,1,1,divorciado,graduado,2554,0,46,0
36,6,8,11,7,1,488,108,21,238,56,52203.0,911,0,0,uniao_estavel,segundo_grau,2857,0,70,0
14,8,2,7,2,4,691,7,7,69,0,59601.0,774,1,0,divorciado,segundo_grau,2498,0,43,0
79,3,6,6,3,1,543,143,10,205,160,75154.0,1061,1,0,solteiro,mestrado,2822,0,62,1
52,6,6,5,3,3,254,0,7,108,20,47025.0,389,1,0,solteiro,graduado,2393,0,44,0
97,8,1,3,0,1,5,2,4,10,2,37971.0,23,0,1,casado,graduado,2375,0,47,0
24,7,4,4,1,3,112,14,19,21,16,41335.0,182,0,1,divorciado,mestrado,2344,0,52,0
0,2,3,5,2,1,134,2,11,59,15,67267.0,221,1,0,casado,graduado,2206,0,62,0
96,5,4,5,1,2,143,8,6,52,11,57338.0,220,1,0,solteiro,graduado,2220,0,45,0
89,6,2,4,0,2,51,7,4,24,4,50523.0,90,1,1,uniao_estavel,segundo_grau,2345,0,60,0
94,8,1,3,0,2,27,0,0,5,0,35791.0,32,1,2,solteiro,mestrado,2578,0,55,0
98,6,4,7,5,6,459,0,0,24,6,50611.0,489,1,0,divorciado,doutorado,2792,0,60,0
72,6,8,11,4,5,689,8,8,167,11,56242.0,883,1,0,casado,doutorado,2642,0,51,0
1,8,7,4,2,4,283,13,10,38,0,48904.0,344,1,0,solteiro,graduado,2733,0,60,0
26,5,4,8,2,6,347,3,0,35,4,56243.0,389,2,1,solteiro,graduado,2340,0,45,0
5,6,2,2,1,2,5,5,13,14,0,21355.0,37,0,1,casado,graduado,2472,0,35,1
22,7,5,6,1,3,280,0,0,18,0,57420.0,298,1,0,uniao_estavel,mestrado,2528,0,49,0
56,7,4,3,2,1,95,9,14,64,2,46390.0,184,1,0,divorciado,mestrado,2214,0,65,0
74,6,3,4,1,4,84,10,10,34,11,54342.0,149,1,1,uniao_estavel,segundo_grau,2520,0,64,0
24,9,2,3,0,1,18,0,3,17,3,20895.0,41,0,1,casado,graduado,2790,0,47,0
9,1,5,5,10,0,992,19,24,694,51,92344.0,1780,0,0,casado,graduado,2324,0,72,0
10,7,1,3,0,2,9,3,1,7,0,26907.0,20,1,1,uniao_estavel,segundo_grau,2472,0,44,0
35,8,1,3,0,1,19,0,1,17,2,44964.0,39,1,1,uniao_estavel,graduado,2719,0,40,0
56,3,8,6,6,1,709,80,93,374,104,75507.0,1360,0,0,uniao_estavel,graduado,2217,0,41,0
7,5,4,3,4,6,158,7,0,76,13,53761.0,254,1,1,casado,mestrado,2420,0,48,0
51,4,2,4,1,3,10,2,14,29,4,22682.0,59,0,1,uniao_estavel,graduado,2428,0,47,0
17,7,1,3,0,1,25,0,1,13,0,38887.0,39,0,1,uniao_estavel,doutorado,2278,0,48,0
30,4,1,2,1,2,8,4,4,12,15,41658.0,43,1,1,solteiro,segundo_grau,2756,0,45,0
21,5,2,3,0,2,14,0,0,6,0,29791.0,20,0,1,casado,doutorado,2204,0,48,0
2,5,6,12,3,2,622,0,7,115,30,63915.0,774,2,0,casado,mestrado,2493,0,64,0
85,6,1,2,0,1,11,0,0,3,0,39996.0,14,1,1,divorciado,graduado,2197,0,46,0
65,6,2,3,1,2,25,5,3,16,8,26759.0,57,0,1,divorciado,graduado,2301,0,48,0
64,6,9,9,3,1,635,7,15,100,20,63841.0,777,1,0,divorciado,mestrado,2593,0,52,0
11,7,6,4,2,2,100,0,64,79,65,51039.0,308,1,1,casado,doutorado,2725,0,51,0
92,6,5,5,1,4,201,5,2,43,3,60544.0,254,1,1,casado,graduado,2832,0,59,0
54,5,9,9,2,1,642,7,14,49,0,65685.0,712,1,0,casado,graduado,2251,0,48,0
4,7,4,3,1,2,97,2,1,41,6,37716.0,147,1,0,casado,graduado,2228,0,67,0
53,8,5,4,2,3,204,0,5,39,17,36864.0,265,1,0,solteiro,graduado,2844,0,63,1
39,8,8,8,4,6,513,14,7,133,46,44511.0,713,0,1,casado,mestrado,2784,0,50,0
49,9,3,4,0,4,88,1,3,21,4,36947.0,117,1,1,casado,doutorado,2850,0,53,0
70,7,6,5,1,4,172,0,12,112,8,47352.0,304,1,0,uniao_estavel,mestrado,2603,0,69,0
40,4,7,8,5,2,329,35,35,222,130,67087.0,751,1,0,casado,mestrado,2353,0,67,0
40,3,4,9,2,3,296,13,13,104,11,57045.0,437,1,0,casado,graduado,2818,0,70,0
43,9,3,2,2,4,100,1,2,16,2,36957.0,121,1,1,divorciado,doutorado,2820,0,67,1
17,4,7,12,2,1,422,46,7,238,69,69389.0,782,1,0,casado,doutorado,2798,0,43,0
40,6,5,6,3,2,1218,0,16,272,104,80134.0,1610,0,1,casado,graduado,2564,0,48,1
84,7,1,2,0,1,5,1,1,7,2,43142.0,16,1,1,casado,mestrado,2290,0,51,0
25,1,5,5,10,1,507,40,93,520,242,80589.0,1402,0,0,casado,graduado,2317,0,76,1
62,9,5,3,0,3,52,36,12,50,4,34412.0,154,0,1,solteiro,graduado,2660,0,30,0
83,4,4,8,3,4,191,8,56,139,51,57537.0,445,0,1,solteiro,graduado,2543,0,41,0
47,8,2,2,1,1,2,6,23,11,8,22634.0,50,0,0,uniao_estavel,primeiro_grau,2688,0,54,0
45,2,2,5,2,1,68,30,28,39,16,51315.0,181,0,0,uniao_estavel,graduado,2285,0,72,0
34,6,2,3,0,2,20,4,4,10,6,36026.0,44,1,2,casado,graduado,2264,0,48,0
3,6,2,4,0,3,20,4,3,16,0,24639.0,43,1,1,casado,graduado,2311,0,47,0
1,6,1,2,0,1,7,0,0,1,0,34578.0,8,1,2,uniao_estavel,doutorado,2238,0,48,0
18,1,2,10,10,1,279,8,172,74,38,65704.0,571,0,0,solteiro,segundo_grau,2418,0,48,0
45,8,4,12,3,4,977,12,12,253,16,63810.0,1270,1,0,solteiro,graduado,2754,0,54,0
81,7,1,3,0,1,30,0,1,8,0,54132.0,39,1,0,uniao_estavel,doutorado,2292,0,51,0
77,8,1,2,1,1,6,4,1,7,23,18690.0,41,0,0,casado,graduado,2707,0,61,0
23,7,2,4,0,3,3,8,18,26,11,28164.0,66,0,1,casado,graduado,2580,0,50,0
48,8,1,2,0,1,14,0,0,2,0,34596.0,16,0,1,casado,doutorado,2601,0,46,0
61,8,1,2,0,1,10,0,1,7,0,43269.0,18,0,1,casado,doutorado,2445,0,48,0
60,7,2,3,0,2,7,6,10,17,8,38741.0,48,1,1,solteiro,segundo_grau,2250,0,62,0
75,7,6,6,1,1,33,16,87,64,175,31907.0,375,0,0,solteiro,graduado,2641,0,48,0
64,7,1,3,0,1,12,0,0,13,2,27100.0,27,0,1,casado,mestrado,2609,0,37,0
54,6,1,3,0,1,2,2,3,10,11,31163.0,28,0,1,divorciado,segundo_grau,2295,0,47,0
84,2,6,11,5,1,693,147,21,118,110,92533.0,1089,0,0,casado,graduado,2351,0,35,0
75,6,2,3,0,2,9,3,3,15,2,34853.0,32,1,1,solteiro,graduado,2347,0,47,0
16,7,6,5,1,5,129,67,26,67,3,70844.0,292,1,1,divorciado,graduado,2401,0,53,0
79,8,1,2,1,2,16,0,2,11,3,31086.0,32,1,1,casado,segundo_grau,2580,0,41,0
92,6,5,5,1,4,201,5,2,43,3,60544.0,254,1,1,casado,graduado,2832,0,59,0
16,7,0,2,1,1,5,2,4,5,4,20491.0,20,0,0,uniao_estavel,segundo_grau,2679,0,34,0
96,2,1,4,1,1,14,26,36,11,3,42523.0,90,0,0,casado,graduado,2226,0,56,0
30,8,3,4,0,2,29,1,12,59,19,39922.0,120,0,1,casado,graduado,2659,0,37,0
60,8,2,3,1,3,26,5,2,19,10,33402.0,62,1,1,uniao_estavel,graduado,2505,0,68,0
11,6,1,2,0,1,9,2,1,4,3,36408.0,19,1,1,casado,mestrado,2440,0,71,0
75,9,3,3,0,3,14,5,0,23,4,21645.0,46,0,1,uniao_estavel,graduado,2823,0,41,1
36,3,3,10,7,3,972,26,19,595,180,78427.0,1792,0,0,viuvo,mestrado,2772,0,72,1
71,4,7,10,5,1,966,105,168,672,246,82657.0,2157,0,0,uniao_estavel,graduado,2434,0,74,0
88,1,2,8,2,1,99,48,27,102,28,51876.0,304,0,0,casado,graduado,2416,0,62,0
93,2,4,9,4,1,482,160,35,553,72,78041.0,1302,0,0,casado,segundo_grau,2719,0,49,0
93,8,10,5,7,4,714,0,8,99,11,52852.0,832,1,0,casado,graduado,2734,0,63,0
54,2,4,8,4,1,587,54,54,348,71,70038.0,1114,0,0,uniao_estavel,doutorado,2406,0,38,0
41,2,4,5,4,4,399,8,27,159,58,69401.0,651,1,0,uniao_estavel,segundo_grau,2257,0,47,0
46,5,3,4,2,3,56,7,10,92,19,46053.0,184,0,1,uniao_estavel,graduado,2656,0,48,0
28,1,3,9,4,1,227,54,151,573,98,77343.0,1103,0,0,casado,graduado,2179,0,55,0
40,1,3,8,11,1,703,58,102,601,0,73892.0,1464,0,0,solteiro,graduado,2387,0,67,1
82,7,2,3,0,1,37,0,0,17,0,40304.0,54,0,1,solteiro,doutorado,2431,0,53,0
38,8,7,5,3,2,167,13,13,180,86,32727.0,459,0,0,uniao_estavel,doutorado,2829,0,55,0
3,2,4,7,4,1,458,50,81,356,106,68695.0,1051,0,0,uniao_estavel,graduado,2163,0,51,0
87,8,4,4,0,3,91,1,3,52,2,43300.0,149,1,0,divorciado,graduado,2783,0,49,1
49,6,2,4,0,4,15,5,8,16,11,26290.0,55,1,1,uniao_estavel,graduado,2692,0,48,0
16,2,6,12,7,0,1302,114,68,731,89,93790.0,2304,0,0,solteiro,graduado,2296,0,50,1
65,6,5,9,2,2,153,64,64,123,116,38410.0,520,0,0,casado,doutorado,2812,0,46,1
9,5,7,7,3,4,508,5,5,21,7,64866.0,546,1,0,viuvo,mestrado,2313,0,70,0
24,3,4,8,6,7,290,5,59,177,77,57957.0,608,1,0,uniao_estavel,graduado,2473,1,61,0
25,7,1,3,0,1,38,0,0,2,0,46015.0,40,1,1,uniao_estavel,doutorado,2236,0,65,0
43,7,3,3,0,3,2,5,13,6,7,16531.0,33,0,1,uniao_estavel,graduado,2170,0,42,0
10,7,1,3,0,1,30,0,0,10,2,28072.0,42,0,1,casado,mestrado,2515,0,34,0
29,2,2,5,11,4,386,41,23,95,54,49476.0,599,1,0,divorciado,mestrado,2533,0,57,0
45,8,8,8,1,4,443,10,10,75,0,50725.0,538,1,0,casado,graduado,2660,0,67,0
57,1,4,11,4,1,901,31,31,345,75,83844.0,1383,0,0,uniao_estavel,graduado,2572,0,68,0
20,3,0,3,0,1,9,0,0,3,0,41145.0,12,1,1,casado,doutorado,2300,0,70,0
29,5,9,8,4,4,846,56,84,352,91,67419.0,1429,1,0,uniao_estavel,graduado,2688,0,50,0
82,6,1,3,1,3,8,4,3,9,19,23162.0,43,1,1,casado,segundo_grau,2349,0,50,0
68,8,4,3,1,4,72,1,7,58,13,34380.0,151,0,1,casado,graduado,2582,0,43,0
65,5,1,3,0,1,29,1,0,5,0,34704.0,35,1,0,solteiro,graduado,2587,0,54,0
99,7,8,4,5,1,169,0,24,553,188,94871.0,934,2,0,casado,doutorado,2825,0,51,1
9,4,6,7,6,2,460,12,35,422,33,65148.0,962,1,0,casado,graduado,2749,0,62,0
20,7,3,4,0,2,69,7,8,26,12,39898.0,122,1,0,uniao_estavel,graduado,2661,0,66,0
78,4,7,10,5,1,556,0,14,717,210,64857.0,1497,0,0,solteiro,mestrado,2742,0,64,0
26,3,2,3,1,1,73,1,0,13,0,59892.0,87,1,0,casado,doutorado,2398,0,50,0
68,3,3,4,2,1,112,7,1,54,7,41020.0,181,0,0,solteiro,mestrado,2403,0,33,0
79,5,7,13,5,2,944,0,0,60,0,57072.0,1004,1,0,casado,doutorado,2315,0,59,0
25,7,10,12,2,7,265,9,199,303,234,60474.0,1010,1,0,solteiro,graduado,2613,0,41,0
83,5,5,12,3,3,526,21,28,135,10,62807.0,720,1,0,uniao_estavel,graduado,2826,0,60,0
32,8,1,3,0,1,2,5,3,12,3,19414.0,25,0,1,uniao_estavel,segundo_grau,2415,0,39,0
49,7,1,3,0,2,2,5,4,9,10,19107.0,30,0,1,casado,graduado,2470,0,40,0
50,4,7,6,3,2,378,194,97,259,197,75484.0,1125,1,0,uniao_estavel,segundo_grau,2855,0,44,0
84,4,6,13,3,3,553,67,25,142,65,70379.0,852,1,0,solteiro,mestrado,2642,0,44,0
96,2,4,4,6,1,751,15,127,687,20,79419.0,1600,0,0,uniao_estavel,mestrado,2166,0,50,0
56,7,8,5,2,7,406,0,0,30,0,64014.0,436,1,2,uniao_estavel,doutorado,2178,0,74,0
85,6,11,8,8,2,1449,35,89,161,69,76998.0,1803,1,0,casado,graduado,2693,0,65,0
63,6,6,5,2,5,123,0,17,171,39,49854.0,350,0,1,uniao_estavel,mestrado,2390,0,48,0
17,5,7,9,4,10,267,42,42,309,55,60585.0,715,1,1,casado,doutorado,2529,0,49,1
11,8,6,4,1,4,209,2,0,40,3,42873.0,254,1,1,divorciado,doutorado,2683,0,70,0
62,4,7,10,11,1,1259,148,172,815,97,87679.0,2491,0,0,uniao_estavel,graduado,2496,0,32,1
48,6,7,9,2,7,344,23,35,178,15,57867.0,595,0,1,uniao_estavel,graduado,2430,0,42,0
86,6,2,4,0,2,22,5,3,30,0,35765.0,60,0,1,casado,graduado,2359,0,30,0
73,2,4,13,7,2,247,85,161,295,210,65492.0,998,0,0,casado,graduado,2313,0,61,0
36,7,2,3,0,1,38,1,0,12,3,32952.0,54,0,1,divorciado,graduado,2369,0,43,0
34,9,4,9,2,6,896,10,10,101,13,53374.0,1030,1,0,uniao_estavel,doutorado,2841,0,51,1
16,5,9,7,5,4,931,98,56,253,91,71706.0,1429,1,0,uniao_estavel,graduado,2752,0,61,0
48,4,9,13,7,1,758,89,12,385,33,68487.0,1277,0,0,casado,graduado,2691,0,32,0
61,5,4,5,3,7,216,9,9,57,20,53253.0,311,1,1,uniao_estavel,mestrado,2662,0,45,0
54,6,1,3,0,1,2,2,3,10,11,31163.0,28,0,1,divorciado,segundo_grau,2295,0,47,0
56,8,7,6,1,6,244,15,15,108,4,42014.0,386,0,1,casado,graduado,2840,0,43,1
74,8,8,9,2,13,539,6,6,91,8,54108.0,650,1,1,casado,mestrado,2760,0,47,0
35,8,5,5,10,2,1181,13,26,120,17,49667.0,1357,0,0,solteiro,doutorado,2837,0,65,1
65,2,4,6,3,1,750,8,8,125,11,63206.0,902,0,0,casado,mestrado,2260,0,46,0
48,6,5,10,2,9,306,109,5,109,21,57136.0,550,1,1,casado,mestrado,2514,0,48,0
88,8,11,5,8,6,350,151,104,189,197,46772.0,991,1,0,uniao_estavel,segundo_grau,2758,0,45,0
19,1,2,13,8,1,331,152,197,170,58,78931.0,908,0,0,casado,doutorado,2406,0,49,0
21,5,5,12,5,5,620,24,16,165,0,53977.0,825,1,0,uniao_estavel,graduado,2545,0,62,0
27,1,3,10,4,1,434,137,137,400,45,84219.0,1153,0,0,casado,graduado,2306,0,32,0
86,8,3,2,2,4,57,0,0,27,0,46098.0,84,1,1,solteiro,mestrado,2839,0,45,0
92,7,10,9,4,3,811,137,76,428,99,73538.0,1551,1,0,casado,graduado,2740,0,55,0
1,2,4,9,8,1,423,197,42,706,73,79529.0,1441,0,0,casado,graduado,2222,0,34,0
14,8,3,2,1,1,2,13,12,10,6,20981.0,43,0,0,uniao_estavel,segundo_grau,2584,0,43,1
74,5,4,4,2,2,60,20,51,87,6,51766.0,224,0,1,solteiro,graduado,2269,0,40,0
84,8,10,8,3,5,675,7,0,85,10,55759.0,777,1,0,casado,graduado,2737,0,58,0
4,5,2,4,0,1,30,8,8,12,8,33039.0,66,0,1,casado,graduado,2452,0,42,0
50,8,3,3,0,1,40,3,1,40,4,37787.0,88,0,1,casado,mestrado,2441,0,48,0
2,9,2,3,0,2,3,1,17,26,20,27242.0,67,0,1,solteiro,graduado,2754,0,50,1
73,3,10,6,2,1,910,74,111,724,49,87188.0,1868,0,0,solteiro,doutorado,2550,0,37,1
21,3,4,12,5,1,252,70,98,827,219,69930.0,1466,0,0,uniao_estavel,graduado,2558,0,49,0
82,6,2,3,1,1,34,4,6,21,11,37697.0,76,0,1,solteiro,graduado,2301,0,44,0
14,7,2,3,0,2,19,1,3,19,3,37401.0,45,0,1,casado,doutorado,2213,0,47,0
56,14,0,0,0,0,2,0,1,1,0,3502.0,4,0,1,solteiro,graduado,2601,0,47,0
20,7,7,9,4,12,490,28,0,184,10,58597.0,712,1,1,casado,graduado,2745,0,44,0
54,1,4,7,6,0,332,125,194,377,149,82032.0,1177,0,0,viuvo,doutorado,2244,0,72,0
77,7,2,2,2,3,53,0,8,17,13,28087.0,91,1,1,uniao_estavel,graduado,2724,0,62,0
5,3,4,4,6,1,784,176,48,560,42,74004.0,1610,0,0,solteiro,doutorado,2284,0,33,1
65,5,1,3,1,2,7,4,11,3,10,19740.0,35,1,0,uniao_estavel,graduado,2621,0,60,0
33,9,6,13,3,4,1171,14,43,219,19,57036.0,1466,1,0,casado,segundo_grau,2724,0,45,0
65,7,5,5,1,6,215,0,7,33,3,53083.0,258,1,1,uniao_estavel,segundo_grau,2569,0,62,0
41,5,7,13,3,4,674,26,62,134,0,69283.0,896,1,0,casado,doutorado,2174,0,45,0
86,8,3,2,2,4,57,0,0,27,0,46098.0,84,1,1,solteiro,mestrado,2839,0,45,1
92,8,3,3,0,2,5,10,36,7,0,23331.0,58,0,1,casado,segundo_grau,2822,0,32,0
97,9,5,5,1,6,104,15,20,101,24,23331.0,264,0,1,solteiro,segundo_grau,2791,0,32,0
91,8,1,2,1,1,9,0,0,7,2,9255.0,18,0,1,solteiro,graduado,2350,0,31,0
0,1,3,6,6,1,431,20,82,441,80,67786.0,1054,0,0,viuvo,doutorado,2363,0,61,1
59,8,3,9,4,3,1000,0,0,76,0,71969.0,1076,1,0,casado,doutorado,2780,0,49,0
4,7,11,12,2,3,448,0,40,469,80,59235.0,1037,0,1,solteiro,mestrado,2692,0,53,0
5,7,3,4,0,2,33,2,4,24,4,31928.0,67,0,1,uniao_estavel,graduado,2252,0,31,0
48,5,9,12,2,4,505,27,72,270,36,74881.0,910,1,1,uniao_estavel,mestrado,2637,0,59,0
99,3,5,10,4,1,267,165,38,701,149,65819.0,1320,0,0,casado,graduado,2736,0,42,0
81,5,0,3,0,1,14,0,0,3,0,51411.0,17,2,1,solteiro,doutorado,2558,0,67,0
95,7,9,10,2,3,631,7,0,115,10,51983.0,763,1,0,divorciado,graduado,2826,0,56,0
43,8,3,3,0,1,65,4,4,16,0,42386.0,89,0,1,uniao_estavel,mestrado,2691,0,34,0
5,6,2,3,0,1,10,1,12,12,25,30390.0,60,0,0,casado,segundo_grau,2459,0,33,0
50,8,4,3,0,1,51,1,4,50,12,30983.0,118,0,0,solteiro,graduado,2756,0,57,1
76,7,8,7,3,2,293,59,35,179,46,66033.0,612,1,0,viuvo,graduado,2684,0,63,0
46,6,0,3,0,1,11,1,1,2,2,37284.0,17,1,1,casado,segundo_grau,2616,0,45,0
68,1,1,4,1,1,50,7,1,27,6,57530.0,91,1,0,divorciado,mestrado,2419,0,69,0
33,1,4,7,4,1,173,71,26,255,35,76800.0,560,0,0,casado,segundo_grau,2272,0,55,0
50,5,6,6,4,1,423,97,184,368,13,63943.0,1085,1,0,casado,graduado,2824,0,64,0
85,2,4,4,5,1,292,33,30,415,63,76081.0,833,0,0,uniao_estavel,graduado,2196,0,58,0
63,6,9,12,6,5,757,80,80,217,29,67445.0,1163,1,0,casado,graduado,2845,0,46,0
89,7,1,3,0,2,12,1,1,6,0,37054.0,20,1,1,casado,mestrado,2446,0,53,0
81,8,4,4,2,7,167,2,2,44,6,47175.0,221,1,1,uniao_estavel,mestrado,2768,0,58,1
77,7,1,2,0,1,3,0,1,3,8,31859.0,15,0,1,divorciado,graduado,2539,0,44,0
50,6,2,4,1,4,30,9,5,22,8,27215.0,74,1,2,divorciado,graduado,2681,0,59,0
10,5,7,13,3,3,532,44,88,168,69,70179.0,901,1,0,divorciado,doutorado,2502,0,44,0
30,8,3,4,0,2,29,1,12,59,19,39922.0,120,0,1,casado,graduado,2659,0,37,0
66,7,7,7,1,6,411,0,0,26,0,49681.0,437,2,0,casado,mestrado,2396,0,44,0
16,8,1,2,0,1,5,1,3,4,4,24645.0,17,0,1,casado,graduado,2764,0,32,0
12,1,5,5,10,1,71,121,99,278,185,79865.0,754,1,0,divorciado,graduado,2170,0,66,0
30,8,3,3,0,2,46,0,0,40,3,44322.0,89,0,1,casado,graduado,2172,0,35,0
8,5,6,5,3,2,268,3,11,88,15,47958.0,385,1,0,solteiro,graduado,2685,0,68,0
93,4,5,10,4,4,928,12,63,254,0,63972.0,1257,1,0,solteiro,mestrado,2733,0,56,0
14,2,5,12,4,2,459,23,15,171,142,75315.0,810,1,0,uniao_estavel,graduado,2234,0,66,0
53,9,11,6,1,5,483,6,0,108,0,55517.0,597,1,1,casado,doutorado,2799,0,70,1
26,4,6,5,3,11,733,19,9,180,12,75283.0,953,2,1,casado,doutorado,2618,0,63,0
23,3,7,12,6,1,1006,68,22,115,59,82800.0,1270,0,0,solteiro,doutorado,2741,0,74,1
92,8,2,3,0,3,34,0,1,14,0,38998.0,49,1,1,casado,graduado,2762,1,66,0
29,1,3,10,4,1,1156,144,120,915,94,90638.0,2429,0,0,solteiro,mestrado,2295,0,29,1
41,7,1,3,0,1,7,0,4,23,7,27161.0,41,0,1,casado,mestrado,2403,0,34,0
56,8,7,6,1,6,244,15,15,108,4,42014.0,386,0,1,casado,graduado,2840,0,43,1
19,8,5,5,1,4,233,0,0,23,0,38201.0,256,1,0,uniao_estavel,doutorado,2616,0,60,0
4,6,3,3,1,1,35,8,3,67,10,45203.0,123,0,2,uniao_estavel,graduado,2257,0,38,1
89,1,4,8,5,1,1252,35,0,465,46,81574.0,1798,0,0,uniao_estavel,doutorado,2221,0,73,0
71,7,2,4,1,1,34,10,4,66,3,34935.0,117,0,0,casado,graduado,2532,0,28,0
81,7,7,7,2,1,255,14,43,134,37,60482.0,483,1,0,solteiro,mestrado,2681,0,44,0
31,6,1,2,0,1,8,0,1,5,0,34633.0,14,1,2,uniao_estavel,graduado,2316,0,64,0
53,1,4,5,7,1,368,43,32,639,13,78093.0,1095,0,0,uniao_estavel,mestrado,2359,0,73,0
78,1,5,6,3,1,255,32,47,573,52,82460.0,959,0,0,divorciado,graduado,2368,0,70,0
80,4,2,3,1,2,33,10,8,10,2,45903.0,63,1,0,uniao_estavel,mestrado,2226,0,54,0
18,1,3,13,10,1,163,65,23,424,27,81361.0,702,0,0,divorciado,graduado,2283,0,33,1
37,5,1,2,1,2,15,2,0,8,4,35860.0,29,1,1,divorciado,doutorado,2200,0,47,1
52,7,3,4,1,4,45,22,12,52,25,40442.0,156,1,1,uniao_estavel,mestrado,2838,0,68,1
39,2,3,6,2,1,48,66,58,68,16,61482.0,256,0,0,casado,graduado,2161,0,55,0
11,7,3,5,2,7,158,2,6,45,8,34968.0,219,0,1,casado,graduado,2604,0,40,0
33,3,7,12,5,1,754,32,160,625,63,75794.0,1634,0,0,casado,graduado,2346,0,33,0
22,8,3,4,1,2,108,1,1,28,13,31497.0,151,1,0,uniao_estavel,doutorado,2729,0,58,0
83,2,4,5,3,1,199,174,66,315,97,74268.0,851,0,0,casado,graduado,2659,0,65,0
43,9,2,2,0,1,2,15,7,5,2,13724.0,31,0,1,uniao_estavel,primeiro_grau,2826,0,32,0
74,7,6,5,1,3,202,5,5,74,11,45143.0,297,1,0,uniao_estavel,mestrado,2466,0,55,0
54,3,2,4,0,1,85,0,0,3,0,52569.0,88,1,0,solteiro,doutorado,2244,0,53,0
3,8,7,6,1,5,322,3,3,50,4,48432.0,382,1,0,solteiro,doutorado,2778,0,47,1
96,7,3,4,0,5,18,2,2,19,0,17144.0,41,1,1,uniao_estavel,mestrado,2293,0,60,0
68,9,7,4,1,3,141,11,8,129,3,36108.0,292,0,1,solteiro,graduado,2416,0,36,0
2,6,2,13,5,1,739,80,107,309,140,76445.0,1375,0,1,casado,graduado,2798,0,49,0
40,2,1,3,1,1,18,3,0,6,3,36663.0,30,0,1,casado,doutorado,2224,0,45,0
64,7,8,3,5,4,378,4,0,88,19,53843.0,489,1,0,casado,mestrado,2526,0,55,0
26,2,4,12,7,1,1083,151,108,649,253,90226.0,2244,0,0,casado,mestrado,2800,0,64,0
69,3,4,10,5,1,1016,12,12,215,16,70638.0,1271,0,0,divorciado,mestrado,2552,0,65,0
57,4,1,3,0,2,23,0,1,6,0,44512.0,30,1,1,uniao_estavel,graduado,2462,0,60,0
78,7,2,3,0,2,12,2,1,21,2,27116.0,38,1,1,casado,graduado,2278,0,59,0
71,8,2,2,0,1,35,0,0,4,0,54072.0,39,1,1,casado,doutorado,2496,0,57,0
59,3,5,11,5,4,548,112,31,422,0,71855.0,1113,1,0,casado,graduado,2688,0,43,0
28,9,10,4,5,5,342,32,32,230,34,51250.0,670,0,1,solteiro,segundo_grau,2615,0,30,0
61,6,7,5,2,5,365,3,3,15,4,60432.0,390,1,0,casado,mestrado,2271,0,47,0
22,2,4,8,4,1,397,0,19,69,12,65526.0,497,1,0,casado,doutorado,2238,0,56,0
95,3,4,11,5,1,456,118,19,832,75,68655.0,1500,0,0,solteiro,graduado,2847,0,32,0
38,9,2,3,0,1,5,7,6,15,11,12393.0,44,0,0,casado,segundo_grau,2731,0,42,0
19,4,6,9,3,1,836,25,185,575,24,64509.0,1645,0,0,solteiro,graduado,2475,0,30,1
92,8,5,5,1,4,100,7,2,128,23,33955.0,260,0,1,solteiro,graduado,2483,0,45,0
24,8,1,2,1,2,10,1,0,10,3,31353.0,24,1,1,casado,graduado,2341,0,43,1
21,4,5,13,3,3,238,69,115,215,169,55434.0,806,0,1,casado,graduado,2426,0,36,0
35,7,1,2,0,1,6,1,0,5,2,28359.0,14,0,1,uniao_estavel,graduado,2404,0,37,0
9,3,3,7,2,2,158,11,11,99,15,57100.0,294,0,1,solteiro,graduado,2201,0,33,0
23,4,4,5,1,1,86,15,12,75,33,69139.0,221,1,0,casado,graduado,2312,0,55,0
92,8,9,9,6,7,856,9,0,76,12,52973.0,953,1,0,casado,mestrado,2757,0,64,0
55,7,3,4,0,1,98,1,1,17,0,51717.0,117,1,0,uniao_estavel,doutorado,2472,0,55,0
14,8,2,4,0,3,4,17,16,20,0,18793.0,57,0,1,casado,graduado,2692,0,49,0
